transaction_id,user_id,timestamp,amount,device_id,merchant_id,city,is_fraud,fraud_type,hour,is_odd_hour,is_new_device,is_new_merchant,amount_zscore,amount_vs_user_avg,seconds_since_last_txn,txns_last_1h,device_shared_users,rule_score,rule_reasons,ml_score,anomaly_score,lof_score,lof_flag,graph_score,graph_reasons,final_risk,disagreement_score,decision,final_risk_meta
T000051,U0002,2026-07-01 15:47:00,2422.21,D0834,M028,Chennai,0,,15,0,1,1,0.0,1.0,1000000000.0,0,2,0,,0.004810962,61.0522093653009,0.4284737074692886,0,0,,18.317587194390267,30.525302939898786,HOLD,73.97403069622632
T000071,U0002,2026-07-01 16:22:00,4634.17,D0834,M027,Chennai,0,,16,0,0,1,0.0,1.0,2100.0,1,2,0,,0.059607085,34.67813469132601,10.539033632621528,1,0,,10.427283241397802,17.32915561267248,ALLOW,30.166343085595493
T000068,U0002,2026-07-02 10:32:00,3565.83,D0834,M027,Chennai,0,,10,0,0,0,0.0,1.0,65400.0,0,2,0,,0.0005929615,3.735939483205852,0.736268688157355,0,0,,1.1210190295617555,1.8678709356015362,ALLOW,4.480540884231019
T000049,U0002,2026-07-02 22:09:00,2745.87,D0834,M047,Chennai,0,,22,0,0,1,-0.8800529828385992,0.7755081096752443,41820.0,0,2,0,,0.0037824232,19.69205497335759,0.5751949746440082,0,0,,5.909129461287277,9.845397244271958,ALLOW,12.821137939129429
T000041,U0002,2026-07-03 06:55:00,5178.59,D0834,M032,Chennai,0,,6,0,0,1,2.149105532560054,1.549538901158719,31560.0,0,2,0,,0.05116128,35.81782672765278,1.4222163441211773,0,0,,10.765812530295834,17.900402730995044,HOLD,31.898009450344862
T000064,U0002,2026-07-03 16:06:00,5858.36,D0834,M047,Chennai,0,,16,0,0,0,2.0270981158301944,1.579356293722982,33060.0,0,2,0,,0.010910177,23.26800439357542,0.9890772907048684,0,0,,6.984765388872626,11.632184970952649,ALLOW,15.972753046169766
T000039,U0002,2026-07-03 16:45:00,3517.42,D0834,M027,Chennai,0,,16,0,0,0,-0.4378973625195193,0.8647610756803592,2340.0,1,2,0,,0.0014290995,18.85526357755835,0.8643080174501738,0,0,,5.657150713067505,9.42739362959999,ALLOW,12.164224698045555
T000054,U0002,2026-07-04 15:22:00,2545.24,D0834,M036,Chennai,0,,15,0,0,1,-1.2246694848171906,0.6380772459269677,81420.0,0,2,0,,0.0107478425,22.05421041775116,0.818123398593039,0,0,,6.620562262325349,11.025315065942648,ALLOW,14.840350022723218
T000052,U0002,2026-07-05 14:33:00,3737.74,D0834,M027,Chennai,0,,14,0,0,0,-0.0588546579670158,0.981430492175434,83460.0,0,2,0,,0.0003513839,4.9110010812771625,0.5149089660658258,0,0,,1.4734408779431487,2.455441982242413,ALLOW,4.854640964332167
T000069,U0002,2026-07-06 13:11:00,3378.8,D0834,M027,Chennai,0,,13,0,0,0,-0.3722490706818945,0.8890167435988628,81480.0,0,2,0,,0.00018858221,5.015670521312533,0.3429594655901701,0,0,,1.5047765892777598,2.5078038318636033,ALLOW,4.889313977316013
T000058,U0002,2026-07-10 10:20:00,2486.87,D0834,M036,Chennai,0,,10,0,0,0,-1.1747582085986208,0.6616791136437599,335340.0,0,2,0,,0.0015842217,19.506558473034644,0.4842937924407304,0,0,,5.852601230590393,9.753015228159715,ALLOW,12.671469507178568
T000053,U0002,2026-07-10 13:35:00,2971.35,D0834,M023,Chennai,0,,13,0,0,1,-0.6133052819272223,0.8156713938730809,11700.0,0,2,0,,0.005314999,21.18611384272007,1.0411967780781926,0,0,,6.35796015241602,10.592171384525585,ALLOW,14.066606998559624
T000062,U0002,2026-07-11 09:44:00,1930.56,D0834,M032,Chennai,0,,9,0,0,0,-1.555892069378512,0.5382295848294241,72540.0,0,2,0,,0.00048711445,6.941953418757218,0.4182809304167212,0,0,,2.082780871407165,3.47089553123282,ALLOW,5.572214551894638
T000055,U0002,2026-07-11 17:35:00,2933.44,D0834,M047,Chennai,0,,17,0,0,0,-0.4722163956696851,0.8479468016256125,28260.0,0,2,0,,0.0006691861,4.360770771952239,0.6371129478949511,0,0,,1.3084989060256715,2.1802738777807464,ALLOW,4.6759849692692725
T000070,U0002,2026-07-12 10:41:00,3154.11,D0834,M047,Chennai,0,,10,0,0,0,-0.2474997766180985,0.9217451927056912,61560.0,0,2,0,,0.0004348329,3.637212183894382,0.6308573110189227,0,0,,1.0913375883283145,1.818533631349823,ALLOW,4.450330769049353
T000046,U0002,2026-07-12 12:02:00,3488.78,D0834,M023,Chennai,0,,12,0,0,0,0.0809089569984934,1.0248947521262315,4860.0,0,2,0,,0.0004294724,4.367921781675755,0.7469098140407132,0,0,,1.3105483234627264,2.183889321488747,ALLOW,4.678182163795722
T000057,U0002,2026-07-12 14:56:00,4069.43,D0834,M027,Chennai,0,,14,0,0,0,0.6507696314449892,1.1936144411811798,10440.0,0,2,0,,0.00095731695,6.714319289033751,0.5742040531266046,0,0,,2.014678713490125,3.3570001220250334,ALLOW,5.487268980016595
T000050,U0002,2026-07-13 18:57:00,6113.37,D0834,M027,Chennai,0,,18,0,0,0,2.675298116118336,1.7729353579043046,100860.0,0,2,0,,0.03801559,31.21929569206021,0.9169652969313646,0,0,,9.380994943618061,15.603322205516257,ALLOW,25.18496534539795
T000040,U0002,2026-07-14 14:42:00,4387.0,D0834,M036,Chennai,0,,14,0,0,0,0.6908887709515635,1.219888605228284,71100.0,0,2,0,,0.0007226238,7.522182529894684,0.545267867108569,0,0,,2.2569438084884053,3.760970843074362,ALLOW,5.7949916013330585
T000074,U0002,2026-07-14 21:26:00,3378.59,D0834,M047,Chennai,0,,21,0,0,0,-0.2298503935468374,0.928732764648896,24240.0,0,2,0,,0.0006467051,4.543075487432934,0.6295618848822014,0,0,,1.3631813282698801,2.2714299799914888,ALLOW,4.734504300161908
T000059,U0002,2026-07-15 10:09:00,4893.42,D0834,M027,Chennai,0,,10,0,0,0,1.1523327461047057,1.349951232583434,45780.0,0,2,0,,0.0059330175,11.583887355434843,0.6721278134962934,0,0,,3.477539413630453,5.790955516863518,ALLOW,7.605171042002325
T000060,U0002,2026-07-15 16:55:00,6672.11,D0834,M028,Chennai,0,,16,0,0,0,2.696281551065208,1.8104694136471693,24360.0,0,2,0,,0.030662492,33.64318359750644,1.3133367967651082,0,0,,10.105220076051934,16.816487595501822,ALLOW,28.581263940584954
T000048,U0002,2026-07-16 10:28:00,3329.26,D0834,M027,Chennai,0,,10,0,0,0,-0.3939534255529207,0.8712928808712815,63180.0,0,2,0,,0.00051943323,4.675362611733533,0.3585340976946963,0,0,,1.4028165568120599,2.3375947464864817,ALLOW,4.777362764620792
T000072,U0002,2026-07-16 12:54:00,4081.07,D0834,M036,Chennai,0,,12,0,0,0,0.2297035519925233,1.0740577108349398,8760.0,0,2,0,,0.0005137784,6.833249785842448,0.5038317714229532,0,0,,2.0501804471127345,3.416539271772544,ALLOW,5.531413899572322
T000056,U0002,2026-07-16 13:04:00,2365.8,D0834,M047,Chennai,0,,13,0,0,0,-1.2041035715191093,0.620716864672118,600.0,1,2,0,,0.000590255,19.61587114914911,1.022831264975559,0,0,,5.884997446744733,9.80783720268819,ALLOW,12.757447585356802
T000063,U0002,2026-07-17 14:53:00,3928.3,D0834,M047,Chennai,0,,14,0,0,0,0.144408262462897,1.0465487890941776,92940.0,0,2,0,,0.0008220064,5.770723343814097,0.5448849929011311,0,0,,1.7315458057042288,2.885224696861637,ALLOW,5.147184350253528
T000065,U0002,2026-07-18 06:39:00,2182.66,D0834,M023,Chennai,0,,6,0,0,0,-1.3291922544139363,0.5804490213986678,56760.0,0,2,0,,0.00027853085,6.350760974763587,0.4698863030055357,0,0,,1.905339704769076,3.1753340682881155,ALLOW,5.353546763304974
T000061,U0002,2026-07-18 11:55:00,2637.13,D0834,M027,Chennai,0,,11,0,0,0,-0.8856338094744463,0.7123787958798121,18960.0,0,2,0,,0.0003608368,4.348615854517329,0.4350137617238824,0,0,,1.3047290910751985,2.174247794445803,ALLOW,4.671997374084748
T000043,U0002,2026-07-21 11:46:00,5010.77,D0834,M047,Chennai,0,,11,0,0,0,1.1252685369107864,1.3676284860658083,258660.0,0,2,0,,0.0050226804,20.100795649982764,0.7714998669237474,0,0,,6.032247767154829,10.049560990512562,ALLOW,13.152961860659005
T000075,U0002,2026-07-22 13:45:00,2598.19,D0834,M023,Chennai,0,,13,0,0,0,-0.9255336193868208,0.7002670580580284,93540.0,0,2,0,,0.00027729178,4.970617078767267,0.4121950988749819,0,0,,1.49129604034218,2.4852623275245977,ALLOW,4.874367694073834
T000073,U0002,2026-07-22 17:25:00,4514.99,D0834,M036,Chennai,0,,17,0,0,0,0.7025784758585691,1.2291658420464853,13200.0,0,2,0,,0.0014509953,8.45342205791562,0.527264776671425,0,0,,2.536607015494686,4.226469251757067,ALLOW,6.170242556714973
T000066,U0002,2026-07-23 14:29:00,2811.0,D0834,M028,Chennai,0,,14,0,0,0,-0.7486352804857491,0.7596540290400939,75840.0,0,2,0,,0.00042607498,4.500284614293185,0.5848622699216959,0,0,,1.3502558142799554,2.2500713036145745,ALLOW,4.720625018717696
T000042,U0002,2026-07-24 07:16:00,4270.56,D0834,M047,Chennai,0,,7,0,0,0,0.5069929891613009,1.1628241516346254,60420.0,0,2,0,,0.0005474797,6.75719202653733,0.5522798802079621,0,0,,2.0273765998411992,3.3785047765095486,ALLOW,5.503040172422848
T007461,U0002,2026-07-24 12:00:00,65.55,D0834,M006,Chennai,1,velocity_burst,12,0,0,1,-3.109102704240028,0.0177608744100452,17040.0,0,2,0,,99.72403,38.85972711554144,2.849690072303442,0,0,,51.54753013466243,47.09421803459671,BLOCK,99.94113117965682
T007462,U0002,2026-07-24 12:01:00,76.37,D0834,M046,Chennai,1,velocity_burst,12,0,0,1,-2.6945122955574776,0.0213081495911203,60.0,1,2,0,,99.987045,43.59528641030229,0.8571805218104805,0,0,,53.07340392309069,47.41303158318341,BLOCK,99.9589262058498
T007463,U0002,2026-07-24 12:02:00,129.86,D0834,M059,Chennai,1,velocity_burst,12,0,0,1,-2.378928020196399,0.0372748050471795,60.0,2,2,0,,99.987045,47.45384910051862,0.8953279287698857,0,0,,54.230972730155585,47.66051003013127,BLOCK,99.96883814254346
T007465,U0002,2026-07-24 12:04:00,136.16,D0834,M035,Chennai,1,velocity_burst,12,0,0,1,-2.1763035385008047,0.0401570412048812,120.0,3,2,0,,99.94385,50.80955885515319,1.0217392088872823,0,0,,55.22040765654596,47.91915710692865,BLOCK,99.97540734918748
T007466,U0002,2026-07-24 12:05:00,62.16,D0834,M036,Chennai,1,velocity_burst,12,0,0,0,-2.068455023009164,0.018820806022537,60.0,4,2,0,,99.949554,49.86812257243513,2.7505061171035883,0,0,,54.94025837173054,47.83795194998645,BLOCK,99.9737049345523
T007464,U0002,2026-07-24 12:06:00,118.25,D0834,M048,Chennai,1,velocity_burst,12,0,0,1,-1.900629424907436,0.0367527108844001,60.0,5,2,30,5 txns in last 1h (velocity),99.99583,57.15237334044743,0.7637791603239249,0,0,,61.64404400213424,42.463503123056235,BLOCK,99.99863632852293
T007467,U0002,2026-07-24 12:12:00,123.83,D0834,M012,Chennai,1,velocity_burst,12,0,0,1,-1.7915050535827308,0.0394616532100481,360.0,6,2,30,6 txns in last 1h (velocity),99.992546,59.4139835346545,1.0902349237020228,0,0,,62.32121346039635,42.660763930602656,BLOCK,99.99883989169619
T000044,U0002,2026-07-26 10:45:00,3821.72,D0834,M027,Chennai,0,,10,0,0,0,0.4396271933467874,1.2478559064085686,167580.0,0,2,0,,0.0019980285,9.110185908706942,0.7952666272764616,0,0,,2.7338549840120825,4.554760046989206,ALLOW,6.44843351777505
T000045,U0002,2026-07-26 17:02:00,3595.92,D0834,M023,Chennai,0,,17,0,0,0,0.3011273093966297,1.167073138206363,22620.0,0,2,0,,0.0012833225,5.435052724949124,0.4804984588694586,0,0,,1.6310291464847368,2.7173125427337723,ALLOW,5.0312770266908355
T000047,U0002,2026-07-26 17:53:00,4015.52,D0834,M036,Chennai,0,,17,0,0,0,0.5453600203981954,1.2980926131868618,3060.0,1,2,0,,0.002460082,22.37041564328457,0.6013585756996542,0,0,,6.712108725785371,11.18479786809694,ALLOW,15.120247652437202
T000076,U0002,2026-07-27 14:55:00,3463.43,D0834,M047,Chennai,0,,14,0,0,0,0.2078823516371688,1.11191090670003,75720.0,0,2,0,,0.0006972894,4.121044639592155,0.4047114876347102,0,0,,1.2365923076376464,2.0604061311159625,ALLOW,4.600079402492248
T007575,U0002,2026-07-28 19:07:00,1013.74,D0201,M003,Chennai,1,device_ring,19,0,1,1,-1.2716568020747672,0.324628738276106,101520.0,0,5,20,device shared by 5 users,99.79741,67.70115929960153,2.3524701170774613,0,40,device shared by 5 distinct users,69.22931178988046,34.66059364214026,BLOCK,99.67821957764164
T000067,U0002,2026-07-29 16:22:00,4216.7,D0834,M023,Chennai,0,,16,0,0,0,0.6834562714665573,1.370883318257784,76500.0,0,2,0,,0.0011166905,7.82009443393922,1.2039708715950863,0,0,,2.346475006381766,3.9098611373236727,ALLOW,5.912718505528718
T000096,U0003,2026-07-01 12:32:00,67.02,D0682,M057,Delhi,0,,12,0,1,1,0.0,1.0,1000000000.0,0,1,0,,1.9895846,61.53858365893779,3.906584391031592,1,0,,19.257408937681337,30.452141057976334,HOLD,77.52684062420145
T000107,U0003,2026-07-01 17:11:00,1901.75,D0682,M057,Delhi,0,,17,0,0,0,0.0,1.0,16740.0,0,1,0,,0.00068231754,0.2060853488818352,0.2782817404177879,0,0,,0.06209853168055055,0.102929457415569,ALLOW,3.51510174427482
T000083,U0003,2026-07-02 13:57:00,1291.51,D0682,M057,Delhi,0,,13,0,0,0,0.0,1.0,74760.0,0,1,0,,0.00020606672,0.4349447239913446,0.5012020649902905,0,0,,0.13056584388540335,0.21743803924123836,ALLOW,3.570971044516501
T000099,U0003,2026-07-02 19:05:00,2378.82,D0682,M027,Delhi,0,,19,0,0,1,1.6936398864541298,2.188910152941854,18480.0,0,1,0,,0.028589057,33.60167924171594,0.8748100895434848,0,0,,10.091939395314784,16.7960801849364,ALLOW,28.517259427301227
T000095,U0003,2026-07-02 23:42:00,1666.92,D0682,M057,Delhi,0,,23,0,0,0,0.2970212638644706,1.1824014462007046,16620.0,0,1,0,,0.0021043716,1.4101265542418189,1.133603301459016,0,0,,0.4238797149125456,0.7047132467374527,ALLOW,3.8199141513716484
T000080,U0003,2026-07-03 13:42:00,1386.63,D0682,M057,Delhi,0,,13,0,0,0,-0.0954671361326688,0.9489640043765524,50400.0,0,1,0,,0.00015873481,0.640728531929813,1.020668326257112,0,0,,0.19228205350294392,0.3203378189028817,ALLOW,3.6220428969143645
T000089,U0003,2026-07-03 16:44:00,2116.87,D0149,M057,Delhi,0,,16,0,1,0,0.936193680503578,1.4611447592199305,10920.0,0,1,0,,0.018713783,42.02227962813736,0.4407798653013321,0,0,,12.61416940164121,21.00802270246789,HOLD,42.14512792131735
T000094,U0003,2026-07-03 18:56:00,2853.28,D0149,M004,Delhi,0,,18,0,0,1,1.8678624929021368,1.847719416501932,7920.0,0,1,0,,0.05955319,28.85691035107808,0.457532559992496,0,0,,8.680894381323423,14.41855697428343,ALLOW,22.162950166864196
T000106,U0003,2026-07-03 19:20:00,569.21,D0682,M054,Delhi,0,,19,0,0,1,-1.4493470301558768,0.3332903941603242,1440.0,1,1,0,,0.53990155,32.23621443475381,1.1089073169687422,0,0,,9.886824950426144,16.03014420818492,ALLOW,27.372802290084053
T000092,U0003,2026-07-05 15:05:00,2521.67,D0682,M027,Delhi,0,,15,0,0,0,1.1431229978804247,1.5946468549170625,157500.0,0,1,0,,0.0021151134,8.940337916137151,0.8011524584500956,0,0,,2.6829474202011454,4.46981655037634,ALLOW,6.375513176968852
T000079,U0003,2026-07-06 08:42:00,1371.75,D0682,M054,Delhi,0,,8,0,0,0,-0.3658877339419196,0.8187753372281341,63420.0,0,1,0,,0.00033633792,1.106883453167476,0.6347540537454389,0,0,,0.3321995711182428,0.5533856929770905,ALLOW,3.7404285625043214
T000087,U0003,2026-07-06 15:08:00,2458.51,D0149,M004,Delhi,0,,15,0,0,0,1.0185290518955854,1.4920258434468985,23160.0,0,1,0,,0.0015903022,4.78852422239637,0.5907895083203514,0,0,,1.4371933875989111,2.3939971782112703,ALLOW,4.814749859241236
T000108,U0003,2026-07-06 20:23:00,2489.07,D0682,M004,Delhi,0,,20,0,0,0,0.9740365227796668,1.4510749634223137,18900.0,0,1,0,,0.002064306,4.501358736361025,0.5646062027147357,0,0,,1.3512333433083075,2.2503355275866403,ALLOW,4.721560777959775
T000078,U0003,2026-07-07 22:45:00,2370.99,D0682,M004,Delhi,0,,22,0,0,0,0.7540756031746427,1.3358842206818051,94920.0,0,1,0,,0.0023349219,2.3891500620145227,0.4373673973162776,0,0,,0.7176789873643568,1.194186384616756,ALLOW,4.086031385341298
