transaction_id,user_id,timestamp,amount,device_id,merchant_id,city,is_fraud,fraud_type,hour,is_odd_hour,is_new_device,is_new_merchant,amount_zscore,amount_vs_user_avg,seconds_since_last_txn,txns_last_1h,device_shared_users,rule_score,rule_reasons,ml_score,anomaly_score,lof_score,lof_flag,graph_score,graph_reasons
T000017,U0001,2026-07-17 15:47:00,2328.93,D0395,M039,Mumbai,0,,15,0,0,0,0.9902313143768848,1.3658688853870693,98520.0,0,1,0,,0.0012649265,3.8573063550812554,0.4270983514091015,0,0,
T000028,U0001,2026-07-18 15:02:00,1014.82,D0588,M031,Mumbai,0,,15,0,0,0,-1.1402715663155147,0.5858514308034408,83700.0,0,1,0,,0.0013810082,4.236545988645725,0.5345199599225726,0,0,
T000031,U0001,2026-07-19 11:24:00,825.19,D0588,M012,Mumbai,0,,11,0,0,0,-1.3870783458129248,0.4847436367170476,73320.0,0,1,0,,0.00081555825,5.967436012147051,0.5073526905651342,0,0,
T000006,U0001,2026-07-20 11:21:00,1297.15,D0588,M039,Mumbai,0,,11,0,0,0,-0.5755784966295595,0.7780236664716791,86220.0,0,1,0,,0.00035060133,1.6640061538385418,0.4220342075940152,0,0,
T000002,U0001,2026-07-21 05:32:00,616.95,D0395,M006,Mumbai,0,,5,1,0,0,-1.632863086513649,0.3732297950558987,65460.0,0,1,0,,0.005432085,43.70620670047772,1.7422833194893823,0,0,
T000003,U0001,2026-07-21 10:18:00,2842.88,D0395,M031,Mumbai,0,,10,0,0,0,1.8819154203225208,1.760699785100758,17160.0,0,1,0,,0.009732112,10.916779542546497,1.4321554570023012,0,0,
T000026,U0001,2026-07-21 15:30:00,2058.2,D0395,M005,Mumbai,0,,15,0,0,0,0.5876049979671061,1.2410033088321997,18720.0,0,1,0,,0.0012233265,1.7428415389247889,0.6012714635315136,0,0,
T000027,U0001,2026-07-22 10:39:00,1090.08,D0395,M045,Mumbai,0,,10,0,0,0,-0.8659037895604617,0.6518526945995518,68940.0,0,1,0,,0.0024662009,2.558147665251106,0.6927908251241198,0,0,
T000030,U0001,2026-07-23 14:17:00,1383.54,D0588,M039,Mumbai,0,,14,0,0,0,-0.4024282388655048,0.8370516059993407,99480.0,0,1,0,,0.00048168236,1.6142834399699255,0.5519577569633973,0,0,
T000004,U0001,2026-07-23 14:30:00,1289.26,D0395,M031,Mumbai,0,,14,0,0,0,-0.537680191366811,0.7841332488065341,780.0,1,1,0,,0.0013742396,14.5647872613219,0.4457190724408575,0,0,
T000015,U0001,2026-07-23 15:46:00,1618.38,D0588,M039,Mumbai,0,,15,0,0,0,-0.0225446217699739,0.9909904490746626,4560.0,0,1,0,,0.0010605823,1.0186341046893628,0.9733310838398722,0,0,
T000014,U0001,2026-07-24 16:19:00,2236.75,D0395,M039,Mumbai,0,,16,0,0,0,0.9399787153467012,1.3700139772002518,88380.0,0,1,0,,0.0018341668,3.3277731968812008,0.6616621675339633,0,0,
T000038,U0001,2026-07-28 13:47:00,1303.67,D0588,M045,Mumbai,0,,13,0,0,0,-0.5406666279347513,0.7899042161428043,336480.0,0,1,0,,0.00061336835,13.37344845282448,0.4033741651390568,0,0,
T000016,U0001,2026-07-28 22:44:00,1282.29,D0395,M058,Mumbai,0,,22,0,0,0,-0.5643586925619977,0.7816418913483527,32220.0,0,1,0,,0.0011388051,1.662735528332854,0.4342403773559812,0,0,
T000020,U0001,2026-07-29 14:47:00,1285.56,D0588,M012,Mumbai,0,,14,0,0,0,-0.5488179252769856,0.7884173236495925,57780.0,0,1,0,,0.00028277625,1.2756442561701549,0.4074989340940696,0,0,
T000024,U0001,2026-07-30 12:42:00,1439.69,D0395,M005,Mumbai,0,,12,0,0,0,-0.2915961541317152,0.888021365899292,78900.0,0,1,0,,0.0002495828,1.1252779944157385,0.5597433852009053,0,0,
T000051,U0002,2026-07-01 15:47:00,2422.21,D0834,M028,Chennai,0,,15,0,1,1,0.0,1.0,1000000000.0,0,2,0,,0.004810962,61.0522093653009,0.4284737074692886,0,0,
T000071,U0002,2026-07-01 16:22:00,4634.17,D0834,M027,Chennai,0,,16,0,0,1,0.0,1.0,2100.0,1,2,0,,0.059607085,34.67813469132601,10.539033632621528,1,0,
T000068,U0002,2026-07-02 10:32:00,3565.83,D0834,M027,Chennai,0,,10,0,0,0,0.0,1.0,65400.0,0,2,0,,0.0005929615,3.735939483205852,0.736268688157355,0,0,
T000049,U0002,2026-07-02 22:09:00,2745.87,D0834,M047,Chennai,0,,22,0,0,1,-0.8800529828385992,0.7755081096752443,41820.0,0,2,0,,0.0037824232,19.69205497335759,0.5751949746440082,0,0,
T000041,U0002,2026-07-03 06:55:00,5178.59,D0834,M032,Chennai,0,,6,0,0,1,2.149105532560054,1.549538901158719,31560.0,0,2,0,,0.05116128,35.81782672765278,1.4222163441211773,0,0,
T000064,U0002,2026-07-03 16:06:00,5858.36,D0834,M047,Chennai,0,,16,0,0,0,2.0270981158301944,1.579356293722982,33060.0,0,2,0,,0.010910177,23.26800439357542,0.9890772907048684,0,0,
T000039,U0002,2026-07-03 16:45:00,3517.42,D0834,M027,Chennai,0,,16,0,0,0,-0.4378973625195193,0.8647610756803592,2340.0,1,2,0,,0.0014290995,18.85526357755835,0.8643080174501738,0,0,
T000054,U0002,2026-07-04 15:22:00,2545.24,D0834,M036,Chennai,0,,15,0,0,1,-1.2246694848171906,0.6380772459269677,81420.0,0,2,0,,0.0107478425,22.054210417751158,0.818123398593039,0,0,
T000052,U0002,2026-07-05 14:33:00,3737.74,D0834,M027,Chennai,0,,14,0,0,0,-0.0588546579670158,0.981430492175434,83460.0,0,2,0,,0.0003513839,4.9110010812771625,0.5149089660658258,0,0,
T000069,U0002,2026-07-06 13:11:00,3378.8,D0834,M027,Chennai,0,,13,0,0,0,-0.3722490706818945,0.8890167435988628,81480.0,0,2,0,,0.00018858221,5.015670521312533,0.3429594655901701,0,0,
T000058,U0002,2026-07-10 10:20:00,2486.87,D0834,M036,Chennai,0,,10,0,0,0,-1.1747582085986208,0.6616791136437599,335340.0,0,2,0,,0.0015842217,19.506558473034644,0.4842937924407304,0,0,
T000053,U0002,2026-07-10 13:35:00,2971.35,D0834,M023,Chennai,0,,13,0,0,1,-0.6133052819272223,0.8156713938730809,11700.0,0,2,0,,0.005314999,21.18611384272007,1.0411967780781926,0,0,
T000062,U0002,2026-07-11 09:44:00,1930.56,D0834,M032,Chennai,0,,9,0,0,0,-1.555892069378512,0.5382295848294241,72540.0,0,2,0,,0.00048711445,6.941953418757218,0.4182809304167212,0,0,
T000055,U0002,2026-07-11 17:35:00,2933.44,D0834,M047,Chennai,0,,17,0,0,0,-0.4722163956696851,0.8479468016256125,28260.0,0,2,0,,0.0006691861,4.360770771952239,0.6371129478949511,0,0,
T000070,U0002,2026-07-12 10:41:00,3154.11,D0834,M047,Chennai,0,,10,0,0,0,-0.2474997766180985,0.9217451927056912,61560.0,0,2,0,,0.0004348329,3.637212183894382,0.6308573110189227,0,0,
T000046,U0002,2026-07-12 12:02:00,3488.78,D0834,M023,Chennai,0,,12,0,0,0,0.0809089569984934,1.0248947521262315,4860.0,0,2,0,,0.0004294724,4.367921781675755,0.7469098140407132,0,0,
T000057,U0002,2026-07-12 14:56:00,4069.43,D0834,M027,Chennai,0,,14,0,0,0,0.6507696314449892,1.1936144411811798,10440.0,0,2,0,,0.00095731695,6.714319289033751,0.5742040531266046,0,0,
T000050,U0002,2026-07-13 18:57:00,6113.37,D0834,M027,Chennai,0,,18,0,0,0,2.675298116118336,1.7729353579043046,100860.0,0,2,0,,0.03801559,31.219295692060214,0.9169652969313646,0,0,
T000040,U0002,2026-07-14 14:42:00,4387.0,D0834,M036,Chennai,0,,14,0,0,0,0.6908887709515635,1.219888605228284,71100.0,0,2,0,,0.0007226238,7.522182529894684,0.545267867108569,0,0,
T000074,U0002,2026-07-14 21:26:00,3378.59,D0834,M047,Chennai,0,,21,0,0,0,-0.2298503935468374,0.928732764648896,24240.0,0,2,0,,0.0006467051,4.543075487432934,0.6295618848822014,0,0,
T000059,U0002,2026-07-15 10:09:00,4893.42,D0834,M027,Chennai,0,,10,0,0,0,1.1523327461047057,1.349951232583434,45780.0,0,2,0,,0.0059330175,11.583887355434843,0.6721278134962934,0,0,
T000060,U0002,2026-07-15 16:55:00,6672.11,D0834,M028,Chennai,0,,16,0,0,0,2.696281551065208,1.8104694136471693,24360.0,0,2,0,,0.030662492,33.64318359750644,1.3133367967651082,0,0,
T000048,U0002,2026-07-16 10:28:00,3329.26,D0834,M027,Chennai,0,,10,0,0,0,-0.3939534255529207,0.8712928808712815,63180.0,0,2,0,,0.00051943323,4.675362611733533,0.3585340976946963,0,0,
T000072,U0002,2026-07-16 12:54:00,4081.07,D0834,M036,Chennai,0,,12,0,0,0,0.2297035519925233,1.0740577108349398,8760.0,0,2,0,,0.0005137784,6.833249785842448,0.5038317714229532,0,0,
T000056,U0002,2026-07-16 13:04:00,2365.8,D0834,M047,Chennai,0,,13,0,0,0,-1.2041035715191093,0.620716864672118,600.0,1,2,0,,0.000590255,19.61587114914911,1.022831264975559,0,0,
T000063,U0002,2026-07-17 14:53:00,3928.3,D0834,M047,Chennai,0,,14,0,0,0,0.144408262462897,1.0465487890941776,92940.0,0,2,0,,0.0008220064,5.770723343814097,0.5448849929011311,0,0,
T000065,U0002,2026-07-18 06:39:00,2182.66,D0834,M023,Chennai,0,,6,0,0,0,-1.3291922544139363,0.5804490213986678,56760.0,0,2,0,,0.00027853085,6.350760974763587,0.4698863030055357,0,0,
T000061,U0002,2026-07-18 11:55:00,2637.13,D0834,M027,Chennai,0,,11,0,0,0,-0.8856338094744463,0.7123787958798121,18960.0,0,2,0,,0.0003608368,4.348615854517329,0.4350137617238824,0,0,
T000043,U0002,2026-07-21 11:46:00,5010.77,D0834,M047,Chennai,0,,11,0,0,0,1.1252685369107864,1.3676284860658083,258660.0,0,2,0,,0.0050226804,20.100795649982764,0.7714998669237474,0,0,
T000075,U0002,2026-07-22 13:45:00,2598.19,D0834,M023,Chennai,0,,13,0,0,0,-0.9255336193868208,0.7002670580580284,93540.0,0,2,0,,0.00027729178,4.970617078767267,0.4121950988749819,0,0,
T000073,U0002,2026-07-22 17:25:00,4514.99,D0834,M036,Chennai,0,,17,0,0,0,0.7025784758585691,1.2291658420464853,13200.0,0,2,0,,0.0014509953,8.45342205791562,0.527264776671425,0,0,
T000066,U0002,2026-07-23 14:29:00,2811.0,D0834,M028,Chennai,0,,14,0,0,0,-0.7486352804857491,0.7596540290400939,75840.0,0,2,0,,0.00042607498,4.500284614293185,0.5848622699216959,0,0,
T000042,U0002,2026-07-24 07:16:00,4270.56,D0834,M047,Chennai,0,,7,0,0,0,0.5069929891613009,1.1628241516346254,60420.0,0,2,0,,0.0005474797,6.75719202653733,0.5522798802079621,0,0,
T007461,U0002,2026-07-24 12:00:00,65.55,D0834,M006,Chennai,1,velocity_burst,12,0,0,1,-3.109102704240028,0.0177608744100452,17040.0,0,2,0,,99.72403,38.85972711554144,2.849690072303442,0,0,
T007462,U0002,2026-07-24 12:01:00,76.37,D0834,M046,Chennai,1,velocity_burst,12,0,0,1,-2.6945122955574776,0.0213081495911203,60.0,1,2,0,,99.987045,43.59528641030229,0.8571805218104805,0,0,
T007463,U0002,2026-07-24 12:02:00,129.86,D0834,M059,Chennai,1,velocity_burst,12,0,0,1,-2.378928020196399,0.0372748050471795,60.0,2,2,0,,99.987045,47.45384910051862,0.8953279287698857,0,0,
T007465,U0002,2026-07-24 12:04:00,136.16,D0834,M035,Chennai,1,velocity_burst,12,0,0,1,-2.1763035385008047,0.0401570412048812,120.0,3,2,0,,99.94385,50.80955885515319,1.0217392088872823,0,0,
T007466,U0002,2026-07-24 12:05:00,62.16,D0834,M036,Chennai,1,velocity_burst,12,0,0,0,-2.068455023009164,0.018820806022537,60.0,4,2,0,,99.949554,49.86812257243513,2.7505061171035883,0,0,
T007464,U0002,2026-07-24 12:06:00,118.25,D0834,M048,Chennai,1,velocity_burst,12,0,0,1,-1.900629424907436,0.0367527108844001,60.0,5,2,30,5 txns in last 1h (velocity),99.99583,57.15237334044743,0.7637791603239249,0,0,
T007467,U0002,2026-07-24 12:12:00,123.83,D0834,M012,Chennai,1,velocity_burst,12,0,0,1,-1.7915050535827308,0.0394616532100481,360.0,6,2,30,6 txns in last 1h (velocity),99.992546,59.4139835346545,1.0902349237020228,0,0,
T000044,U0002,2026-07-26 10:45:00,3821.72,D0834,M027,Chennai,0,,10,0,0,0,0.4396271933467874,1.2478559064085686,167580.0,0,2,0,,0.0019980285,9.110185908706942,0.7952666272764616,0,0,
T000045,U0002,2026-07-26 17:02:00,3595.92,D0834,M023,Chennai,0,,17,0,0,0,0.3011273093966297,1.167073138206363,22620.0,0,2,0,,0.0012833225,5.435052724949124,0.4804984588694586,0,0,
T000047,U0002,2026-07-26 17:53:00,4015.52,D0834,M036,Chennai,0,,17,0,0,0,0.5453600203981954,1.2980926131868618,3060.0,1,2,0,,0.002460082,22.37041564328457,0.6013585756996542,0,0,
T000076,U0002,2026-07-27 14:55:00,3463.43,D0834,M047,Chennai,0,,14,0,0,0,0.2078823516371688,1.11191090670003,75720.0,0,2,0,,0.0006972894,4.121044639592155,0.4047114876347102,0,0,
T007575,U0002,2026-07-28 19:07:00,1013.74,D0201,M003,Chennai,1,device_ring,19,0,1,1,-1.2716568020747672,0.324628738276106,101520.0,0,5,20,device shared by 5 users,99.79741,67.70115929960153,2.3524701170774613,0,40,device shared by 5 distinct users
T000067,U0002,2026-07-29 16:22:00,4216.7,D0834,M023,Chennai,0,,16,0,0,0,0.6834562714665573,1.370883318257784,76500.0,0,2,0,,0.0011166905,7.82009443393922,1.2039708715950863,0,0,
T000096,U0003,2026-07-01 12:32:00,67.02,D0682,M057,Delhi,0,,12,0,1,1,0.0,1.0,1000000000.0,0,1,0,,1.9895846,61.53858365893779,3.906584391031592,1,0,
T000107,U0003,2026-07-01 17:11:00,1901.75,D0682,M057,Delhi,0,,17,0,0,0,0.0,1.0,16740.0,0,1,0,,0.00068231754,0.2060853488818352,0.2782817404177879,0,0,
T000083,U0003,2026-07-02 13:57:00,1291.51,D0682,M057,Delhi,0,,13,0,0,0,0.0,1.0,74760.0,0,1,0,,0.00020606672,0.4349447239913446,0.5012020649902905,0,0,
T000099,U0003,2026-07-02 19:05:00,2378.82,D0682,M027,Delhi,0,,19,0,0,1,1.6936398864541298,2.188910152941854,18480.0,0,1,0,,0.028589057,33.60167924171594,0.8748100895434848,0,0,
T000095,U0003,2026-07-02 23:42:00,1666.92,D0682,M057,Delhi,0,,23,0,0,0,0.2970212638644706,1.1824014462007046,16620.0,0,1,0,,0.0021043716,1.4101265542418189,1.133603301459016,0,0,
T000080,U0003,2026-07-03 13:42:00,1386.63,D0682,M057,Delhi,0,,13,0,0,0,-0.0954671361326688,0.9489640043765524,50400.0,0,1,0,,0.00015873481,0.640728531929813,1.020668326257112,0,0,
T000089,U0003,2026-07-03 16:44:00,2116.87,D0149,M057,Delhi,0,,16,0,1,0,0.936193680503578,1.4611447592199305,10920.0,0,1,0,,0.018713783,42.02227962813736,0.4407798653013321,0,0,
T000094,U0003,2026-07-03 18:56:00,2853.28,D0149,M004,Delhi,0,,18,0,0,1,1.8678624929021368,1.847719416501932,7920.0,0,1,0,,0.05955319,28.85691035107808,0.457532559992496,0,0,
T000106,U0003,2026-07-03 19:20:00,569.21,D0682,M054,Delhi,0,,19,0,0,1,-1.4493470301558768,0.3332903941603242,1440.0,1,1,0,,0.53990155,32.23621443475381,1.1089073169687422,0,0,
T000092,U0003,2026-07-05 15:05:00,2521.67,D0682,M027,Delhi,0,,15,0,0,0,1.1431229978804247,1.5946468549170625,157500.0,0,1,0,,0.0021151134,8.940337916137151,0.8011524584500956,0,0,
T000079,U0003,2026-07-06 08:42:00,1371.75,D0682,M054,Delhi,0,,8,0,0,0,-0.3658877339419196,0.8187753372281341,63420.0,0,1,0,,0.00033633792,1.106883453167476,0.6347540537454389,0,0,
T000087,U0003,2026-07-06 15:08:00,2458.51,D0149,M004,Delhi,0,,15,0,0,0,1.0185290518955854,1.4920258434468985,23160.0,0,1,0,,0.0015903022,4.78852422239637,0.5907895083203514,0,0,
T000108,U0003,2026-07-06 20:23:00,2489.07,D0682,M004,Delhi,0,,20,0,0,0,0.9740365227796668,1.4510749634223137,18900.0,0,1,0,,0.002064306,4.501358736361025,0.5646062027147357,0,0,
T000078,U0003,2026-07-07 22:45:00,2370.99,D0682,M004,Delhi,0,,22,0,0,0,0.7540756031746427,1.3358842206818051,94920.0,0,1,0,,0.0023349219,2.3891500620145227,0.4373673973162776,0,0,
T000102,U0003,2026-07-08 04:02:00,452.36,D0149,M004,Delhi,0,,4,1,0,0,-1.756571594950851,0.2489011160397494,19020.0,0,1,0,,0.009588355,44.31616258832285,2.25164605055578,0,0,
T000104,U0003,2026-07-08 15:34:00,1678.17,D0149,M057,Delhi,0,,15,0,0,0,-0.058533725063645,0.9720497392459502,41520.0,0,1,0,,0.000321029,0.2489831580977573,0.7162345553434145,0,0,
T000081,U0003,2026-07-09 18:09:00,1038.19,D0682,M004,Delhi,0,,18,0,0,0,-0.858360161969774,0.6024051902375677,95700.0,0,1,0,,0.0023964588,3.4989854915844343,1.4941192495001123,0,0,
T000085,U0003,2026-07-10 15:33:00,2796.28,D0149,M054,Delhi,0,,15,0,0,0,1.4072043233190243,1.6613855645935252,77040.0,0,1,0,,0.0056175324,7.467842493932945,0.5900624051869767,0,0,
T000082,U0003,2026-07-10 15:41:00,904.47,D0149,M054,Delhi,0,,15,0,0,0,-1.0376827694295625,0.5183374189140032,480.0,1,1,0,,0.014279617,16.973347396280566,0.4248516979670359,0,0,
T000093,U0003,2026-07-12 17:39:00,2343.73,D0149,M054,Delhi,0,,17,0,0,0,0.7934791934500957,1.378090003141609,179880.0,0,1,0,,0.002266284,6.294779309619655,0.4919882046491786,0,0,
T000091,U0003,2026-07-15 18:09:00,2810.72,D0149,M057,Delhi,0,,18,0,0,0,1.3436321929949075,1.6220121639243723,261000.0,0,1,0,,0.0047159074,15.292971022837644,0.3767477338060578,0,0,
T000101,U0003,2026-07-16 15:25:00,2835.77,D0149,M027,Delhi,0,,15,0,0,0,1.2889844847638725,1.5893908700195472,76560.0,0,1,0,,0.0021712633,6.55941690043175,0.3883637334749649,0,0,
T000098,U0003,2026-07-16 19:24:00,2613.12,D0149,M027,Delhi,0,,19,0,0,0,0.9449779154291308,1.4263865161879594,14340.0,0,1,0,,0.002000383,4.525370419717791,0.4776621774412301,0,0,
T000097,U0003,2026-07-17 15:17:00,3399.83,D0682,M004,Delhi,0,,15,0,0,0,1.8615266166609483,1.8220387293019475,71580.0,0,1,0,,0.005807859,12.757311215361062,0.911356329443291,0,0,
T000103,U0003,2026-07-19 14:27:00,1386.91,D0682,M004,Delhi,0,,14,0,0,0,-0.6292054969737837,0.7186583479015792,169800.0,0,1,0,,0.0010100801,4.922595490980018,0.7390624330153032,0,0,
T000100,U0003,2026-07-21 12:49:00,3611.95,D0149,M057,Delhi,0,,12,0,0,0,1.9994286514522108,1.8929146772656773,166920.0,0,1,0,,0.0052241804,18.80518454116662,0.9097314736284025,0,0,
T000088,U0003,2026-07-23 06:36:00,2322.24,D0682,M027,Delhi,0,,6,0,0,0,0.3883565976282005,1.1766082366810842,150420.0,0,1,0,,0.0019219577,2.5298194883832434,0.5604089099562716,0,0,
T000084,U0003,2026-07-23 16:14:00,2760.24,D0149,M004,Delhi,0,,16,0,0,0,0.8759485601756402,1.3894410905919057,34680.0,0,1,0,,0.0023147047,3.5507448886440125,0.5785861038153483,0,0,
T000105,U0003,2026-07-23 23:16:00,2771.39,D0149,M004,Delhi,0,,23,0,0,0,0.8612989409010301,1.3759166544878794,25320.0,0,1,0,,0.002379316,3.5372764855854197,0.4524609145094491,0,0,
T007546,U0003,2026-07-24 23:33:00,18311.99,D0578,M010,Hyderabad,1,account_takeover,23,0,1,1,18.600472157304026,8.975044178089504,87420.0,0,1,40,new device + amount >3x user avg; amount z-score 18.6,99.95576,86.86646408231009,1.1042887332922615,0,0,
T000077,U0003,2026-07-26 09:02:00,2133.93,D0149,M054,Delhi,0,,9,0,0,0,-0.1473902120599532,0.8262361421535827,120540.0,0,1,0,,0.0008678845,1.825587629952803,1.70573464589346,0,0,
T000086,U0003,2026-07-27 04:49:00,2124.91,D0149,M004,Delhi,0,,4,1,0,0,-0.1479529733157377,0.8273813984016283,71220.0,0,1,0,,0.0037730169,38.68561354451588,0.1542953709669499,0,0,
T000090,U0003,2026-07-30 08:07:00,1639.15,D0149,M057,Delhi,0,,8,0,0,0,-0.3102257242767461,0.6417013902518658,271080.0,0,1,0,,0.001164425,9.505729647096876,1.1867713499349215,0,0,
T000127,U0004,2026-07-01 18:44:00,2464.06,D0040,M043,Pune,0,,18,0,1,1,0.0,1.0,1000000000.0,0,1,0,,0.007935236,55.58468543250365,0.4134583146868792,0,0,
T000146,U0004,2026-07-01 21:54:00,1797.85,D0040,M045,Pune,0,,21,0,0,1,0.0,1.0,11400.0,0,1,0,,0.008889636,15.236746672545705,0.7433301855092744,0,0,
T000129,U0004,2026-07-02 12:43:00,2576.99,D0040,M009,Pune,0,,12,0,0,1,0.0,1.0,53340.0,0,1,0,,0.00026892454,14.3153707828105,0.8967776809103875,0,0,
T007611,U0004,2026-07-02 13:04:00,2986.72,D0040,M017,Pune,1,zero_day_drain,13,0,0,1,2.0568135248845527,1.3101756124624535,1260.0,1,1,0,,0.017354496,35.32902572715357,1.7089819441533205,0,0,
T000130,U0004,2026-07-02 14:22:00,2902.69,D0040,M040,Pune,0,,14,0,0,1,1.0450120388122834,1.1816821732647174,4680.0,0,1,0,,0.03418796,20.09010282814759,1.0347523501974816,0,0,
T000138,U0004,2026-07-02 16:39:00,1430.64,D0040,M043,Pune,0,,16,0,0,0,-2.644543487621014,0.5619913403421227,8220.0,0,1,0,,0.0038900159,11.40628741585755,2.2001518838810865,0,0,
T000117,U0004,2026-07-02 17:49:00,774.37,D0040,M045,Pune,0,,17,0,0,0,-2.7991265049717127,0.3281472141670898,4200.0,0,1,0,,0.009833898,16.021144158354623,0.6965753967072171,0,0,
T000116,U0004,2026-07-03 11:50:00,1620.0,D0040,M055,Pune,0,,11,0,0,1,-0.6724244591119605,0.7593756776580406,64860.0,0,1,0,,0.0019080236,17.578492541691155,0.4685285422062313,0,0,
T007612,U0004,2026-07-03 12:34:00,3853.52,D0040,M016,Pune,1,zero_day_drain,12,0,0,1,2.430995524373736,1.8623551036952808,2640.0,1,1,0,,0.018717514,43.60347311268031,2.9837678503146616,0,0,
