transaction_id,user_id,timestamp,amount,device_id,merchant_id,city,is_fraud,fraud_type,hour,is_odd_hour,is_new_device,is_new_merchant,amount_zscore,amount_vs_user_avg,seconds_since_last_txn,txns_last_1h,device_shared_users,rule_score,rule_reasons
T000041,U0002,2026-07-03 06:55:00,5178.59,D0834,M032,Chennai,0,,6,0,0,1,2.149105532560054,1.549538901158719,31560.0,0,2,0,
T000064,U0002,2026-07-03 16:06:00,5858.36,D0834,M047,Chennai,0,,16,0,0,0,2.0270981158301944,1.5793562937229821,33060.0,0,2,0,
T000039,U0002,2026-07-03 16:45:00,3517.42,D0834,M027,Chennai,0,,16,0,0,0,-0.4378973625195193,0.8647610756803592,2340.0,1,2,0,
T000054,U0002,2026-07-04 15:22:00,2545.24,D0834,M036,Chennai,0,,15,0,0,1,-1.2246694848171906,0.6380772459269677,81420.0,0,2,0,
T000052,U0002,2026-07-05 14:33:00,3737.74,D0834,M027,Chennai,0,,14,0,0,0,-0.058854657967015826,0.9814304921754341,83460.0,0,2,0,
T000069,U0002,2026-07-06 13:11:00,3378.8,D0834,M027,Chennai,0,,13,0,0,0,-0.3722490706818945,0.8890167435988628,81480.0,0,2,0,
T000058,U0002,2026-07-10 10:20:00,2486.87,D0834,M036,Chennai,0,,10,0,0,0,-1.1747582085986208,0.6616791136437599,335340.0,0,2,0,
T000053,U0002,2026-07-10 13:35:00,2971.35,D0834,M023,Chennai,0,,13,0,0,1,-0.6133052819272223,0.8156713938730809,11700.0,0,2,0,
T000062,U0002,2026-07-11 09:44:00,1930.56,D0834,M032,Chennai,0,,9,0,0,0,-1.555892069378512,0.5382295848294241,72540.0,0,2,0,
T000055,U0002,2026-07-11 17:35:00,2933.44,D0834,M047,Chennai,0,,17,0,0,0,-0.4722163956696851,0.8479468016256125,28260.0,0,2,0,
T000070,U0002,2026-07-12 10:41:00,3154.11,D0834,M047,Chennai,0,,10,0,0,0,-0.24749977661809855,0.9217451927056913,61560.0,0,2,0,
T000046,U0002,2026-07-12 12:02:00,3488.78,D0834,M023,Chennai,0,,12,0,0,0,0.08090895699849342,1.0248947521262317,4860.0,0,2,0,
T000057,U0002,2026-07-12 14:56:00,4069.43,D0834,M027,Chennai,0,,14,0,0,0,0.6507696314449892,1.1936144411811798,10440.0,0,2,0,
T000050,U0002,2026-07-13 18:57:00,6113.37,D0834,M027,Chennai,0,,18,0,0,0,2.675298116118336,1.7729353579043046,100860.0,0,2,0,
T000040,U0002,2026-07-14 14:42:00,4387.0,D0834,M036,Chennai,0,,14,0,0,0,0.6908887709515635,1.219888605228284,71100.0,0,2,0,
T000074,U0002,2026-07-14 21:26:00,3378.59,D0834,M047,Chennai,0,,21,0,0,0,-0.22985039354683745,0.9287327646488959,24240.0,0,2,0,
T000059,U0002,2026-07-15 10:09:00,4893.42,D0834,M027,Chennai,0,,10,0,0,0,1.1523327461047055,1.349951232583434,45780.0,0,2,0,
T000060,U0002,2026-07-15 16:55:00,6672.11,D0834,M028,Chennai,0,,16,0,0,0,2.6962815510652076,1.8104694136471695,24360.0,0,2,0,
T000048,U0002,2026-07-16 10:28:00,3329.26,D0834,M027,Chennai,0,,10,0,0,0,-0.39395342555292073,0.8712928808712815,63180.0,0,2,0,
T000072,U0002,2026-07-16 12:54:00,4081.07,D0834,M036,Chennai,0,,12,0,0,0,0.2297035519925233,1.0740577108349398,8760.0,0,2,0,
T000056,U0002,2026-07-16 13:04:00,2365.8,D0834,M047,Chennai,0,,13,0,0,0,-1.2041035715191093,0.620716864672118,600.0,1,2,0,
T000063,U0002,2026-07-17 14:53:00,3928.3,D0834,M047,Chennai,0,,14,0,0,0,0.14440826246289706,1.0465487890941776,92940.0,0,2,0,
T000065,U0002,2026-07-18 06:39:00,2182.66,D0834,M023,Chennai,0,,6,0,0,0,-1.3291922544139363,0.5804490213986678,56760.0,0,2,0,
T000061,U0002,2026-07-18 11:55:00,2637.13,D0834,M027,Chennai,0,,11,0,0,0,-0.8856338094744463,0.7123787958798121,18960.0,0,2,0,
T000043,U0002,2026-07-21 11:46:00,5010.77,D0834,M047,Chennai,0,,11,0,0,0,1.1252685369107864,1.3676284860658083,258660.0,0,2,0,
T000075,U0002,2026-07-22 13:45:00,2598.19,D0834,M023,Chennai,0,,13,0,0,0,-0.9255336193868209,0.7002670580580284,93540.0,0,2,0,
T000073,U0002,2026-07-22 17:25:00,4514.99,D0834,M036,Chennai,0,,17,0,0,0,0.7025784758585691,1.2291658420464853,13200.0,0,2,0,
T000066,U0002,2026-07-23 14:29:00,2811.0,D0834,M028,Chennai,0,,14,0,0,0,-0.7486352804857491,0.7596540290400939,75840.0,0,2,0,
T000042,U0002,2026-07-24 07:16:00,4270.56,D0834,M047,Chennai,0,,7,0,0,0,0.5069929891613009,1.1628241516346254,60420.0,0,2,0,
T007461,U0002,2026-07-24 12:00:00,65.55,D0834,M006,Chennai,1,velocity_burst,12,0,0,1,-3.109102704240028,0.017760874410045202,17040.0,0,2,0,
T007462,U0002,2026-07-24 12:01:00,76.37,D0834,M046,Chennai,1,velocity_burst,12,0,0,1,-2.6945122955574776,0.021308149591120356,60.0,1,2,0,
T007463,U0002,2026-07-24 12:02:00,129.86,D0834,M059,Chennai,1,velocity_burst,12,0,0,1,-2.378928020196399,0.03727480504717954,60.0,2,2,0,
T007465,U0002,2026-07-24 12:04:00,136.16,D0834,M035,Chennai,1,velocity_burst,12,0,0,1,-2.1763035385008047,0.0401570412048812,120.0,3,2,0,
T007466,U0002,2026-07-24 12:05:00,62.16,D0834,M036,Chennai,1,velocity_burst,12,0,0,0,-2.0684550230091636,0.018820806022537065,60.0,4,2,0,
T007464,U0002,2026-07-24 12:06:00,118.25,D0834,M048,Chennai,1,velocity_burst,12,0,0,1,-1.900629424907436,0.036752710884400165,60.0,5,2,30,5 txns in last 1h (velocity)
T007467,U0002,2026-07-24 12:12:00,123.83,D0834,M012,Chennai,1,velocity_burst,12,0,0,1,-1.7915050535827308,0.039461653210048166,360.0,6,2,30,6 txns in last 1h (velocity)
T000044,U0002,2026-07-26 10:45:00,3821.72,D0834,M027,Chennai,0,,10,0,0,0,0.4396271933467874,1.2478559064085686,167580.0,0,2,0,
T000045,U0002,2026-07-26 17:02:00,3595.92,D0834,M023,Chennai,0,,17,0,0,0,0.30112730939662974,1.167073138206363,22620.0,0,2,0,
T000047,U0002,2026-07-26 17:53:00,4015.52,D0834,M036,Chennai,0,,17,0,0,0,0.5453600203981954,1.2980926131868618,3060.0,1,2,0,
T000076,U0002,2026-07-27 14:55:00,3463.43,D0834,M047,Chennai,0,,14,0,0,0,0.2078823516371688,1.1119109067000301,75720.0,0,2,0,
T007575,U0002,2026-07-28 19:07:00,1013.74,D0201,M003,Chennai,1,device_ring,19,0,1,1,-1.2716568020747672,0.32462873827610605,101520.0,0,5,20,device shared by 5 users
T000067,U0002,2026-07-29 16:22:00,4216.7,D0834,M023,Chennai,0,,16,0,0,0,0.6834562714665573,1.370883318257784,76500.0,0,2,0,
T000096,U0003,2026-07-01 12:32:00,67.02,D0682,M057,Delhi,0,,12,0,1,1,0.0,1.0,1000000000.0,0,1,0,
T000107,U0003,2026-07-01 17:11:00,1901.75,D0682,M057,Delhi,0,,17,0,0,0,0.0,1.0,16740.0,0,1,0,
T000083,U0003,2026-07-02 13:57:00,1291.51,D0682,M057,Delhi,0,,13,0,0,0,0.0,1.0,74760.0,0,1,0,
T000099,U0003,2026-07-02 19:05:00,2378.82,D0682,M027,Delhi,0,,19,0,0,1,1.6936398864541298,2.1889101529418546,18480.0,0,1,0,
T000095,U0003,2026-07-02 23:42:00,1666.92,D0682,M057,Delhi,0,,23,0,0,0,0.29702126386447064,1.1824014462007046,16620.0,0,1,0,
T000080,U0003,2026-07-03 13:42:00,1386.63,D0682,M057,Delhi,0,,13,0,0,0,-0.09546713613266884,0.9489640043765524,50400.0,0,1,0,
T000089,U0003,2026-07-03 16:44:00,2116.87,D0149,M057,Delhi,0,,16,0,1,0,0.9361936805035781,1.4611447592199303,10920.0,0,1,0,
T000094,U0003,2026-07-03 18:56:00,2853.28,D0149,M004,Delhi,0,,18,0,0,1,1.8678624929021372,1.8477194165019317,7920.0,0,1,0,
T000106,U0003,2026-07-03 19:20:00,569.21,D0682,M054,Delhi,0,,19,0,0,1,-1.4493470301558768,0.3332903941603242,1440.0,1,1,0,
T000092,U0003,2026-07-05 15:05:00,2521.67,D0682,M027,Delhi,0,,15,0,0,0,1.1431229978804247,1.5946468549170623,157500.0,0,1,0,
T000079,U0003,2026-07-06 08:42:00,1371.75,D0682,M054,Delhi,0,,8,0,0,0,-0.3658877339419196,0.8187753372281341,63420.0,0,1,0,
T000087,U0003,2026-07-06 15:08:00,2458.51,D0149,M004,Delhi,0,,15,0,0,0,1.0185290518955854,1.4920258434468985,23160.0,0,1,0,
T000108,U0003,2026-07-06 20:23:00,2489.07,D0682,M004,Delhi,0,,20,0,0,0,0.9740365227796669,1.4510749634223135,18900.0,0,1,0,
T000078,U0003,2026-07-07 22:45:00,2370.99,D0682,M004,Delhi,0,,22,0,0,0,0.7540756031746427,1.3358842206818051,94920.0,0,1,0,
T000102,U0003,2026-07-08 04:02:00,452.36,D0149,M004,Delhi,0,,4,1,0,0,-1.756571594950851,0.24890111603974943,19020.0,0,1,0,
T000104,U0003,2026-07-08 15:34:00,1678.17,D0149,M057,Delhi,0,,15,0,0,0,-0.05853372506364503,0.9720497392459502,41520.0,0,1,0,
T000081,U0003,2026-07-09 18:09:00,1038.19,D0682,M004,Delhi,0,,18,0,0,0,-0.858360161969774,0.6024051902375677,95700.0,0,1,0,
T000085,U0003,2026-07-10 15:33:00,2796.28,D0149,M054,Delhi,0,,15,0,0,0,1.4072043233190243,1.6613855645935252,77040.0,0,1,0,
T000082,U0003,2026-07-10 15:41:00,904.47,D0149,M054,Delhi,0,,15,0,0,0,-1.0376827694295623,0.5183374189140032,480.0,1,1,0,
T000093,U0003,2026-07-12 17:39:00,2343.73,D0149,M054,Delhi,0,,17,0,0,0,0.7934791934500957,1.378090003141609,179880.0,0,1,0,
T000091,U0003,2026-07-15 18:09:00,2810.72,D0149,M057,Delhi,0,,18,0,0,0,1.3436321929949075,1.6220121639243723,261000.0,0,1,0,
T000101,U0003,2026-07-16 15:25:00,2835.77,D0149,M027,Delhi,0,,15,0,0,0,1.2889844847638723,1.5893908700195472,76560.0,0,1,0,
T000098,U0003,2026-07-16 19:24:00,2613.12,D0149,M027,Delhi,0,,19,0,0,0,0.9449779154291309,1.4263865161879594,14340.0,0,1,0,
T000097,U0003,2026-07-17 15:17:00,3399.83,D0682,M004,Delhi,0,,15,0,0,0,1.8615266166609483,1.8220387293019473,71580.0,0,1,0,
T000103,U0003,2026-07-19 14:27:00,1386.91,D0682,M004,Delhi,0,,14,0,0,0,-0.6292054969737837,0.7186583479015792,169800.0,0,1,0,
T000100,U0003,2026-07-21 12:49:00,3611.95,D0149,M057,Delhi,0,,12,0,0,0,1.9994286514522108,1.8929146772656777,166920.0,0,1,0,
T000088,U0003,2026-07-23 06:36:00,2322.24,D0682,M027,Delhi,0,,6,0,0,0,0.3883565976282005,1.1766082366810842,150420.0,0,1,0,
T000084,U0003,2026-07-23 16:14:00,2760.24,D0149,M004,Delhi,0,,16,0,0,0,0.8759485601756402,1.3894410905919057,34680.0,0,1,0,
T000105,U0003,2026-07-23 23:16:00,2771.39,D0149,M004,Delhi,0,,23,0,0,0,0.8612989409010301,1.3759166544878794,25320.0,0,1,0,
T007546,U0003,2026-07-24 23:33:00,18311.99,D0578,M010,Hyderabad,1,account_takeover,23,0,1,1,18.600472157304022,8.975044178089504,87420.0,0,1,40,new device + amount >3x user avg; amount z-score 18.6
T000077,U0003,2026-07-26 09:02:00,2133.93,D0149,M054,Delhi,0,,9,0,0,0,-0.14739021205995329,0.8262361421535827,120540.0,0,1,0,
T000086,U0003,2026-07-27 04:49:00,2124.91,D0149,M004,Delhi,0,,4,1,0,0,-0.14795297331573778,0.8273813984016283,71220.0,0,1,0,
T000090,U0003,2026-07-30 08:07:00,1639.15,D0149,M057,Delhi,0,,8,0,0,0,-0.31022572427674616,0.6417013902518658,271080.0,0,1,0,
T000127,U0004,2026-07-01 18:44:00,2464.06,D0040,M043,Pune,0,,18,0,1,1,0.0,1.0,1000000000.0,0,1,0,
T000146,U0004,2026-07-01 21:54:00,1797.85,D0040,M045,Pune,0,,21,0,0,1,0.0,1.0,11400.0,0,1,0,
T000129,U0004,2026-07-02 12:43:00,2576.99,D0040,M009,Pune,0,,12,0,0,1,0.0,1.0,53340.0,0,1,0,
T007611,U0004,2026-07-02 13:04:00,2986.72,D0040,M017,Pune,1,zero_day_drain,13,0,0,1,2.0568135248845527,1.3101756124624535,1260.0,1,1,0,
T000130,U0004,2026-07-02 14:22:00,2902.69,D0040,M040,Pune,0,,14,0,0,1,1.0450120388122834,1.1816821732647174,4680.0,0,1,0,
T000138,U0004,2026-07-02 16:39:00,1430.64,D0040,M043,Pune,0,,16,0,0,0,-2.644543487621014,0.5619913403421227,8220.0,0,1,0,
T000117,U0004,2026-07-02 17:49:00,774.37,D0040,M045,Pune,0,,17,0,0,0,-2.7991265049717127,0.32814721416708986,4200.0,0,1,0,
T000116,U0004,2026-07-03 11:50:00,1620.0,D0040,M055,Pune,0,,11,0,0,1,-0.6724244591119605,0.7593756776580406,64860.0,0,1,0,
T007612,U0004,2026-07-03 12:34:00,3853.52,D0040,M016,Pune,1,zero_day_drain,12,0,0,1,2.4309955243737362,1.8623551036952806,2640.0,1,1,0,
T000140,U0004,2026-07-04 06:42:00,902.83,D0040,M009,Pune,0,,6,0,0,0,-1.5320385557189635,0.39817384741667183,65280.0,0,1,0,
T000125,U0004,2026-07-04 12:16:00,283.57,D0040,M045,Pune,0,,12,0,0,0,-1.9675290094545907,0.1330710423328606,20040.0,0,1,0,
T000132,U0004,2026-07-04 18:02:00,1730.62,D0040,M043,Pune,0,,18,0,0,0,-0.22326494616761455,0.8816101701413166,20760.0,0,1,0,
T007549,U0004,2026-07-06 01:04:00,8692.54,D0429,M013,Jaipur,1,account_takeover,1,1,1,1,6.757828734933017,4.472264880098441,111720.0,0,2,60,new device + amount >3x user avg; odd hour + new device; amount z-score 6.8
T007613,U0004,2026-07-06 15:40:00,2902.23,D0040,M004,Pune,1,zero_day_drain,15,0,0,1,0.21558374966745833,1.1784269931872555,52560.0,0,1,0,
T000119,U0004,2026-07-06 18:39:00,1644.39,D0040,M009,Pune,0,,18,0,0,0,-0.4319312372395854,0.6592887519003454,10740.0,0,1,0,
T000142,U0004,2026-07-07 12:23:00,2057.77,D0040,M045,Pune,0,,12,0,0,0,-0.1985687983006265,0.8442013265681275,63840.0,0,1,0,
T000110,U0004,2026-07-08 14:44:00,2377.81,D0040,M009,Pune,0,,14,0,0,0,-0.019411122503675358,0.9850901544022934,94860.0,0,1,0,
T000118,U0004,2026-07-10 16:11:00,729.96,D0040,M043,Pune,0,,16,0,0,0,-0.934954118467159,0.30267667663906805,178020.0,0,1,0,
T000141,U0004,2026-07-11 09:08:00,1259.77,D0040,M043,Pune,0,,9,0,0,0,-0.5913362377666481,0.5434134317172353,61020.0,0,1,0,
T000121,U0004,2026-07-11 09:28:00,1412.3,D0040,M045,Pune,0,,9,0,0,0,-0.48358670831757994,0.6242089420114721,1200.0,1,1,0,
T000113,U0004,2026-07-12 12:14:00,1154.25,D0040,M043,Pune,0,,12,0,0,0,-0.6183195595770123,0.519925054883264,96360.0,0,1,0,
T000122,U0004,2026-07-13 11:45:00,1409.86,D0040,M045,Pune,0,,11,0,0,0,-0.44740798613875354,0.6499207107197222,84660.0,0,1,0,
T000112,U0004,2026-07-13 15:55:00,2536.18,D0040,M045,Pune,0,,15,0,0,0,0.24096533483059035,1.18803936684975,15000.0,0,1,0,
T000134,U0004,2026-07-13 17:57:00,1711.7,D0040,M043,Pune,0,,17,0,0,0,-0.27003574049688644,0.7953205714501392,7320.0,0,1,0,
T007614,U0004,2026-07-15 12:27:00,3888.17,D0040,M004,Pune,1,zero_day_drain,12,0,0,0,1.0968597707874106,1.8221305599336428,153000.0,0,1,0,
T007615,U0004,2026-07-16 15:23:00,2829.98,D0040,M025,Pune,1,zero_day_drain,15,0,0,1,0.3901585567740585,1.2840015536601195,96960.0,0,1,0,
T000145,U0004,2026-07-17 14:37:00,2116.36,D0040,M045,Pune,0,,14,0,0,0,-0.07082485822826717,0.949846859886447,83640.0,0,1,0,
T000111,U0004,2026-07-17 20:55:00,1087.11,D0040,M045,Pune,0,,20,0,0,0,-0.7341970608704275,0.4888155351771513,22680.0,0,1,0,
T000128,U0004,2026-07-18 11:43:00,309.94,D0040,M045,Pune,0,,11,0,0,0,-1.2203921625366445,0.14195514651078114,53280.0,0,1,0,
T000123,U0004,2026-07-19 15:43:00,1262.81,D0040,M055,Pune,0,,15,0,0,0,-0.5534248141315204,0.5960123478369415,100800.0,0,1,0,
T000124,U0004,2026-07-19 16:01:00,707.34,D0040,M055,Pune,0,,16,0,0,0,-0.9047994075479249,0.3384024650178223,1080.0,1,1,0,
T000135,U0004,2026-07-20 10:31:00,2103.23,D0040,M055,Pune,0,,10,0,0,0,0.037817687089910665,1.0281608268687379,66600.0,0,1,0,
T000126,U0004,2026-07-21 10:23:00,675.01,D0040,M045,Pune,0,,10,0,0,0,-0.9153629653175003,0.32968749125348984,85920.0,0,1,0,
T000109,U0004,2026-07-21 14:45:00,977.67,D0040,M009,Pune,0,,14,0,0,0,-0.6877151668006948,0.48741286195588673,15720.0,0,1,0,
T000143,U0004,2026-07-24 12:37:00,1417.37,D0040,M043,Pune,0,,12,0,0,0,-0.37638977293459674,0.7174394490120484,251520.0,0,1,0,
T000139,U0004,2026-07-24 17:38:00,1317.16,D0040,M043,Pune,0,,17,0,0,0,-0.4386411427187579,0.6721418048606015,18060.0,0,1,0,
T000137,U0004,2026-07-24 17:57:00,1357.81,D0040,M043,Pune,0,,17,0,0,0,-0.40328329896815646,0.699253569889821,1140.0,1,1,0,
T000136,U0004,2026-07-25 23:11:00,1402.84,D0040,M040,Pune,0,,23,0,0,0,-0.36546870958017885,0.7283637495730653,105240.0,0,1,0,
T000133,U0004,2026-07-26 10:46:00,1095.84,D0040,M040,Pune,0,,10,0,0,0,-0.5769509178914058,0.573063776115566,41700.0,0,1,0,
T000115,U0004,2026-07-26 12:05:00,244.36,D0040,M040,Pune,0,,12,0,0,0,-1.1741084514958247,0.1292011551180275,4740.0,0,1,0,
T000114,U0004,2026-07-28 09:05:00,1603.59,D0040,M040,Pune,0,,9,0,0,0,-0.1750139606392629,0.8667395795796374,162000.0,0,1,0,
T000131,U0004,2026-07-28 13:56:00,2736.14,D0040,M043,Pune,0,,13,0,0,0,0.6408224568422889,1.483704696017431,17460.0,0,1,0,
T000144,U0004,2026-07-28 16:56:00,1692.03,D0040,M043,Pune,0,,16,0,0,0,-0.12542205510891483,0.9070769351582803,10800.0,0,1,0,
T000120,U0004,2026-07-30 16:00:00,1851.27,D0040,M009,Pune,0,,16,0,0,0,-0.007367248258125907,0.9945929009324457,169440.0,0,1,0,
T000148,U0005,2026-07-01 19:26:00,2776.12,D0716,M042,Mumbai,0,,19,0,1,1,0.0,1.0,1000000000.0,0,1,0,
T000155,U0005,2026-07-03 14:04:00,2898.64,D0716,M008,Mumbai,0,,14,0,0,1,0.0,1.0,153480.0,0,1,0,
T000163,U0005,2026-07-03 16:56:00,3245.3,D0716,M008,Mumbai,0,,16,0,0,0,0.0,1.0,10320.0,0,1,0,
T000152,U0005,2026-07-08 18:15:00,3249.4,D0716,M008,Mumbai,0,,18,0,0,0,1.389304655121521,1.0928401823218092,436740.0,0,1,0,
T000147,U0005,2026-07-12 13:48:00,2882.46,D0716,M027,Mumbai,0,,13,0,0,1,-0.7632079986832926,0.9474405599106482,329580.0,0,1,0,
T000164,U0005,2026-07-14 12:24:00,3544.07,D0716,M008,Mumbai,0,,12,0,0,0,2.695211489642376,1.1772817018768098,167760.0,0,1,0,
T000161,U0005,2026-07-14 16:51:00,2919.81,D0716,M008,Mumbai,0,,16,0,0,0,-0.6679596075174388,0.9420772970058349,16020.0,0,1,0,
T000157,U0005,2026-07-17 07:15:00,4511.43,D0716,M008,Mumbai,0,,7,0,0,0,5.602358799050378,1.4677590417147253,224640.0,0,1,15,amount z-score 5.6
T000150,U0005,2026-07-17 22:32:00,2659.6,D0716,M008,Mumbai,0,,22,0,0,0,-1.1148075343120527,0.8174823057797599,55020.0,0,1,0,
T007577,U0005,2026-07-19 10:00:00,3861.61,D0629,M048,Mumbai,1,device_ring,10,0,1,1,1.258415169083396,1.211513784865612,127680.0,0,5,20,device shared by 5 users
T000153,U0005,2026-07-19 17:06:00,3127.21,D0716,M008,Mumbai,0,,17,0,0,0,-0.2333288294256308,0.9607864459983992,25560.0,0,1,0,
