transaction_id,user_id,timestamp,amount,device_id,merchant_id,city,is_fraud,fraud_type
T003904,U0129,2026-07-01 12:55:00,3469.1,D0066,M060,Kolkata,0,
T007114,U0242,2026-07-01 12:56:00,3441.33,D0534,M009,Ahmedabad,0,
T007070,U0241,2026-07-01 12:59:00,313.82,D0724,M030,Lucknow,0,
T006436,U0220,2026-07-01 12:59:00,2558.82,D0850,M059,Mumbai,0,
T006216,U0211,2026-07-01 12:59:00,648.58,D0230,M010,Kolkata,0,
T006316,U0215,2026-07-01 13:01:00,2697.97,D0863,M041,Ahmedabad,0,
T000565,U0019,2026-07-01 13:04:00,2226.14,D0397,M027,Kolkata,0,
T002842,U0093,2026-07-01 13:07:00,864.74,D0390,M055,Jaipur,0,
T002111,U0070,2026-07-01 13:07:00,1099.31,D0635,M052,Bengaluru,0,
T006840,U0234,2026-07-01 13:11:00,4283.22,D0029,M053,Jaipur,0,
T002088,U0069,2026-07-01 13:16:00,2145.91,D0108,M056,Delhi,0,
T000846,U0028,2026-07-01 13:20:00,4178.81,D0207,M008,Pune,0,
T006525,U0223,2026-07-01 13:24:00,1380.68,D0315,M058,Ahmedabad,0,
T002395,U0080,2026-07-01 13:25:00,811.04,D0312,M046,Jaipur,0,
T000297,U0009,2026-07-01 13:27:00,1247.38,D0688,M032,Ahmedabad,0,
T006199,U0211,2026-07-01 13:27:00,1331.99,D0230,M048,Kolkata,0,
T007142,U0244,2026-07-01 13:34:00,3100.23,D0640,M002,Mumbai,0,
T002246,U0074,2026-07-01 13:34:00,1896.09,D0366,M035,Ahmedabad,0,
T004307,U0147,2026-07-01 13:34:00,325.34,D0823,M017,Hyderabad,0,
T000621,U0021,2026-07-01 13:34:00,2378.59,D0844,M055,Jaipur,0,
T003438,U0113,2026-07-01 13:34:00,1958.07,D0021,M021,Chennai,0,
T001455,U0048,2026-07-01 13:34:00,587.4,D0540,M008,Jaipur,0,
T005517,U0189,2026-07-01 13:38:00,1465.2,D0410,M021,Lucknow,0,
T001047,U0035,2026-07-01 13:39:00,581.05,D0823,M059,Lucknow,0,
T005677,U0194,2026-07-01 13:42:00,2165.83,D0063,M035,Hyderabad,0,
T005940,U0203,2026-07-01 13:44:00,969.76,D0603,M048,Mumbai,0,
T002549,U0085,2026-07-01 13:45:00,4601.32,D0404,M052,Jaipur,0,
T007194,U0246,2026-07-01 13:46:00,5205.55,D0518,M005,Delhi,0,
T000751,U0025,2026-07-01 13:48:00,1158.91,D0797,M023,Chennai,0,
T005862,U0201,2026-07-01 13:49:00,1727.5,D0116,M038,Pune,0,
T007221,U0247,2026-07-01 13:52:00,3862.97,D0548,M060,Chennai,0,
T006170,U0210,2026-07-01 13:53:00,1411.39,D0721,M016,Jaipur,0,
T000188,U0006,2026-07-01 13:56:00,2246.58,D0145,M027,Delhi,0,
T000838,U0028,2026-07-01 13:58:00,2477.38,D0207,M059,Pune,0,
T002655,U0088,2026-07-01 14:01:00,3582.05,D0182,M018,Bengaluru,0,
T006077,U0208,2026-07-01 14:09:00,798.85,D0831,M015,Chennai,0,
T007062,U0241,2026-07-01 14:09:00,426.72,D0020,M035,Lucknow,0,
T003034,U0099,2026-07-01 14:18:00,1264.79,D0009,M010,Mumbai,0,
T006897,U0235,2026-07-01 14:19:00,1270.12,D0225,M028,Pune,0,
T006490,U0222,2026-07-01 14:21:00,3780.02,D0093,M004,Kolkata,0,
T002673,U0089,2026-07-01 14:21:00,3480.07,D0487,M015,Lucknow,0,
T005884,U0201,2026-07-01 14:23:00,1867.48,D0116,M042,Pune,0,
T001221,U0042,2026-07-01 14:25:00,2272.54,D0330,M018,Delhi,0,
T006590,U0225,2026-07-01 14:33:00,2830.68,D0028,M049,Mumbai,0,
T002588,U0086,2026-07-01 14:36:00,5615.4,D0726,M037,Bengaluru,0,
T001947,U0065,2026-07-01 14:37:00,1689.24,D0530,M015,Bengaluru,0,
T000313,U0010,2026-07-01 14:37:00,1886.83,D0767,M053,Delhi,0,
T002553,U0085,2026-07-01 14:41:00,2852.77,D0357,M032,Jaipur,0,
T003706,U0122,2026-07-01 14:45:00,3479.7,D0648,M003,Ahmedabad,0,
T006961,U0237,2026-07-01 14:46:00,4890.48,D0290,M018,Chennai,0,
T003535,U0117,2026-07-01 14:48:00,3826.37,D0795,M014,Kolkata,0,
T007312,U0250,2026-07-01 14:50:00,3024.46,D0157,M006,Jaipur,0,
T005639,U0193,2026-07-01 14:51:00,4694.4,D0709,M009,Jaipur,0,
T001647,U0055,2026-07-01 14:56:00,561.76,D0612,M052,Kolkata,0,
T003110,U0102,2026-07-01 14:57:00,596.65,D0134,M018,Lucknow,0,
T007245,U0247,2026-07-01 14:57:00,3418.69,D0548,M001,Chennai,0,
T000384,U0014,2026-07-01 15:01:00,6032.44,D0871,M046,Kolkata,0,
T001182,U0040,2026-07-01 15:02:00,3179.91,D0121,M060,Kolkata,0,
T001492,U0049,2026-07-01 15:03:00,1168.9,D0655,M020,Chennai,0,
T003234,U0107,2026-07-01 15:05:00,1078.58,D0878,M036,Bengaluru,0,
T006893,U0235,2026-07-01 15:05:00,887.35,D0225,M052,Pune,0,
T004506,U0155,2026-07-01 15:09:00,1568.5,D0283,M049,Pune,0,
T006360,U0217,2026-07-01 15:09:00,1723.73,D0593,M024,Bengaluru,0,
T004868,U0167,2026-07-01 15:13:00,3424.96,D0298,M033,Hyderabad,0,
T005804,U0198,2026-07-01 15:15:00,468.42,D0424,M050,Kolkata,0,
T006867,U0234,2026-07-01 15:17:00,5418.67,D0194,M006,Jaipur,0,
T006136,U0210,2026-07-01 15:22:00,4370.05,D0721,M016,Jaipur,0,
T001898,U0064,2026-07-01 15:24:00,1104.6,D0368,M033,Kolkata,0,
T002711,U0090,2026-07-01 15:25:00,2004.08,D0667,M015,Lucknow,0,
T003918,U0129,2026-07-01 15:30:00,3361.74,D0066,M041,Kolkata,0,
T005648,U0194,2026-07-01 15:31:00,4491.84,D0063,M035,Hyderabad,0,
T001941,U0065,2026-07-01 15:34:00,1315.79,D0632,M019,Bengaluru,0,
T003095,U0102,2026-07-01 15:34:00,789.2,D0134,M018,Lucknow,0,
T001185,U0040,2026-07-01 15:39:00,5059.68,D0121,M030,Kolkata,0,
T006090,U0208,2026-07-01 15:42:00,698.36,D0831,M059,Chennai,0,
T005576,U0191,2026-07-01 15:42:00,937.05,D0348,M022,Bengaluru,0,
T000348,U0012,2026-07-01 15:47:00,1154.74,D0450,M026,Chennai,0,
T000051,U0002,2026-07-01 15:47:00,2422.21,D0834,M028,Chennai,0,
T003660,U0121,2026-07-01 15:50:00,885.29,D0160,M034,Bengaluru,0,
T004444,U0152,2026-07-01 15:50:00,336.37,D0768,M053,Ahmedabad,0,
T004839,U0166,2026-07-01 15:54:00,193.82,D0555,M051,Lucknow,0,
T002287,U0076,2026-07-01 16:00:00,2170.06,D0020,M001,Chennai,0,
T002818,U0093,2026-07-01 16:02:00,1185.22,D0390,M055,Jaipur,0,
T000901,U0030,2026-07-01 16:07:00,506.25,D0283,M055,Bengaluru,0,
T002365,U0079,2026-07-01 16:21:00,4684.44,D0585,M058,Ahmedabad,0,
T000071,U0002,2026-07-01 16:22:00,4634.17,D0834,M027,Chennai,0,
T001943,U0065,2026-07-01 16:23:00,1050.22,D0632,M019,Bengaluru,0,
T000362,U0012,2026-07-01 16:31:00,2177.51,D0844,M039,Chennai,0,
T001712,U0057,2026-07-01 16:34:00,2472.58,D0052,M050,Delhi,0,
T007172,U0245,2026-07-01 16:34:00,445.02,D0200,M051,Hyderabad,0,
T001756,U0059,2026-07-01 16:38:00,3711.23,D0090,M029,Mumbai,0,
T001075,U0036,2026-07-01 16:39:00,1658.2,D0532,M039,Pune,0,
T004326,U0147,2026-07-01 16:40:00,220.19,D0087,M017,Hyderabad,0,
T001679,U0057,2026-07-01 16:42:00,2032.58,D0052,M007,Delhi,0,
T005310,U0182,2026-07-01 16:44:00,1687.83,D0821,M031,Pune,0,
T001568,U0052,2026-07-01 16:47:00,1669.68,D0111,M002,Pune,0,
T002884,U0095,2026-07-01 16:50:00,3092.0,D0808,M018,Jaipur,0,
T002552,U0085,2026-07-01 16:56:00,3273.7,D0404,M032,Jaipur,0,
T002161,U0071,2026-07-01 17:02:00,762.04,D0890,M059,Chennai,0,
T004296,U0146,2026-07-01 17:07:00,1191.85,D0375,M043,Ahmedabad,0,
T002747,U0090,2026-07-01 17:09:00,1416.66,D0194,M015,Lucknow,0,
T000107,U0003,2026-07-01 17:11:00,1901.75,D0682,M057,Delhi,0,
T003737,U0123,2026-07-01 17:16:00,1860.75,D0254,M023,Bengaluru,0,
T004356,U0148,2026-07-01 17:18:00,2726.54,D0393,M020,Mumbai,0,
T000781,U0026,2026-07-01 17:22:00,3073.41,D0111,M049,Lucknow,0,
T002954,U0097,2026-07-01 17:29:00,1499.21,D0420,M015,Hyderabad,0,
T003092,U0102,2026-07-01 17:36:00,910.29,D0134,M007,Lucknow,0,
T005512,U0189,2026-07-01 17:39:00,1376.19,D0410,M048,Lucknow,0,
T006126,U0209,2026-07-01 17:45:00,2508.16,D0118,M024,Chennai,0,
T002438,U0082,2026-07-01 17:48:00,1343.48,D0332,M038,Mumbai,0,
T001974,U0066,2026-07-01 17:54:00,1094.21,D0461,M054,Kolkata,0,
T000739,U0024,2026-07-01 18:00:00,2755.83,D0201,M028,Ahmedabad,0,
T004478,U0153,2026-07-01 18:00:00,3405.95,D0851,M001,Chennai,0,
T003571,U0118,2026-07-01 18:02:00,786.65,D0810,M020,Jaipur,0,
T007001,U0238,2026-07-01 18:04:00,2094.24,D0864,M033,Lucknow,0,
T002583,U0086,2026-07-01 18:07:00,3388.58,D0726,M025,Bengaluru,0,
T003483,U0116,2026-07-01 18:13:00,4285.74,D0182,M004,Ahmedabad,0,
T005756,U0197,2026-07-01 18:16:00,3396.15,D0810,M045,Ahmedabad,0,
T006658,U0228,2026-07-01 18:24:00,2416.18,D0620,M036,Pune,0,
T000832,U0028,2026-07-01 18:31:00,3584.72,D0207,M059,Pune,0,
T000127,U0004,2026-07-01 18:44:00,2464.06,D0040,M043,Pune,0,
T005974,U0204,2026-07-01 18:49:00,1219.43,D0610,M017,Lucknow,0,
T004079,U0137,2026-07-01 18:51:00,4569.97,D0399,M019,Jaipur,0,
T002076,U0069,2026-07-01 18:54:00,2805.18,D0601,M060,Delhi,0,
T001907,U0064,2026-07-01 19:01:00,2424.2,D0368,M033,Kolkata,0,
T005351,U0183,2026-07-01 19:02:00,1326.1,D0854,M006,Kolkata,0,
T004544,U0156,2026-07-01 19:14:00,618.49,D0756,M028,Ahmedabad,0,
T001239,U0042,2026-07-01 19:16:00,372.15,D0663,M018,Delhi,0,
T005563,U0190,2026-07-01 19:23:00,2932.81,D0382,M003,Lucknow,0,
T000148,U0005,2026-07-01 19:26:00,2776.12,D0716,M042,Mumbai,0,
T006686,U0229,2026-07-01 19:26:00,986.85,D0886,M033,Pune,0,
T005709,U0195,2026-07-01 19:31:00,955.2,D0306,M058,Delhi,0,
T000596,U0020,2026-07-01 19:36:00,1935.44,D0806,M019,Mumbai,0,
T004121,U0139,2026-07-01 19:38:00,1755.42,D0275,M027,Kolkata,0,
T005995,U0205,2026-07-01 19:44:00,2811.78,D0547,M043,Jaipur,0,
T002167,U0071,2026-07-01 19:45:00,243.54,D0827,M048,Chennai,0,
T006664,U0228,2026-07-01 19:47:00,3177.36,D0620,M046,Pune,0,
T001257,U0043,2026-07-01 19:49:00,1788.56,D0414,M039,Jaipur,0,
T004164,U0142,2026-07-01 19:55:00,871.44,D0261,M035,Chennai,0,
T002333,U0078,2026-07-01 19:55:00,2350.97,D0429,M042,Lucknow,0,
T005492,U0188,2026-07-01 19:55:00,3067.22,D0422,M051,Mumbai,0,
T003547,U0118,2026-07-01 20:15:00,393.14,D0095,M005,Jaipur,0,
T001606,U0054,2026-07-01 20:31:00,1307.65,D0700,M040,Lucknow,0,
T000645,U0022,2026-07-01 20:34:00,1692.95,D0334,M019,Mumbai,0,
T004199,U0143,2026-07-01 20:59:00,2878.74,D0517,M015,Jaipur,0,
T004879,U0167,2026-07-01 21:06:00,4710.87,D0841,M016,Hyderabad,0,
T004649,U0160,2026-07-01 21:06:00,2134.8,D0738,M013,Ahmedabad,0,
T004302,U0147,2026-07-01 21:50:00,299.11,D0087,M017,Hyderabad,0,
T000146,U0004,2026-07-01 21:54:00,1797.85,D0040,M045,Pune,0,
T007333,U0250,2026-07-01 22:14:00,4095.15,D0339,M031,Jaipur,0,
T006907,U0235,2026-07-01 23:22:00,962.68,D0225,M022,Pune,0,
T007440,U0070,2026-07-02 01:00:00,36.4,D0635,M041,Bengaluru,1,velocity_burst
T007441,U0070,2026-07-02 01:01:00,83.63,D0635,M023,Bengaluru,1,velocity_burst
T007442,U0070,2026-07-02 01:02:00,12.25,D0635,M012,Bengaluru,1,velocity_burst
T007443,U0070,2026-07-02 01:03:00,81.29,D0635,M054,Bengaluru,1,velocity_burst
T007444,U0070,2026-07-02 01:08:00,71.38,D0635,M047,Bengaluru,1,velocity_burst
T007445,U0070,2026-07-02 01:10:00,37.92,D0635,M053,Bengaluru,1,velocity_burst
T007446,U0070,2026-07-02 01:12:00,45.45,D0635,M032,Bengaluru,1,velocity_burst
T007447,U0070,2026-07-02 01:14:00,36.29,D0635,M044,Bengaluru,1,velocity_burst
T007448,U0070,2026-07-02 01:16:00,110.32,D0635,M048,Bengaluru,1,velocity_burst
T007449,U0070,2026-07-02 01:18:00,84.53,D0635,M058,Bengaluru,1,velocity_burst
T005958,U0204,2026-07-02 03:35:00,1219.07,D0610,M014,Lucknow,0,
T006666,U0228,2026-07-02 04:07:00,4933.68,D0620,M038,Pune,0,
T001078,U0036,2026-07-02 04:36:00,4288.66,D0532,M023,Pune,0,
T002219,U0074,2026-07-02 04:55:00,1500.04,D0583,M043,Ahmedabad,0,
T005583,U0191,2026-07-02 05:26:00,1485.81,D0348,M022,Bengaluru,0,
T002418,U0081,2026-07-02 05:45:00,1695.38,D0371,M032,Bengaluru,0,
T003733,U0123,2026-07-02 05:53:00,2357.87,D0442,M031,Bengaluru,0,
T005943,U0203,2026-07-02 06:07:00,411.06,D0173,M048,Mumbai,0,
T003693,U0122,2026-07-02 06:09:00,4889.65,D0477,M014,Ahmedabad,0,
T004176,U0142,2026-07-02 06:23:00,914.74,D0838,M004,Chennai,0,
T004789,U0164,2026-07-02 06:33:00,3088.98,D0289,M022,Kolkata,0,
T006406,U0218,2026-07-02 06:34:00,444.91,D0271,M014,Lucknow,0,
T002491,U0084,2026-07-02 07:03:00,282.38,D0805,M051,Mumbai,0,
T003673,U0121,2026-07-02 07:12:00,1324.86,D0160,M012,Bengaluru,0,
T004957,U0171,2026-07-02 07:23:00,1385.1,D0455,M007,Lucknow,0,
T004717,U0162,2026-07-02 07:24:00,4021.71,D0174,M022,Pune,0,
T006792,U0232,2026-07-02 07:26:00,2633.82,D0836,M029,Chennai,0,
T004218,U0143,2026-07-02 07:48:00,3066.4,D0159,M030,Jaipur,0,
T000934,U0031,2026-07-02 07:58:00,3890.23,D0674,M056,Jaipur,0,
T006752,U0231,2026-07-02 08:09:00,3926.72,D0749,M028,Bengaluru,0,
T006754,U0231,2026-07-02 08:10:00,3357.53,D0749,M028,Bengaluru,0,
T000249,U0008,2026-07-02 08:15:00,1482.87,D0702,M026,Kolkata,0,
T004001,U0133,2026-07-02 08:23:00,1405.1,D0798,M010,Bengaluru,0,
T002192,U0072,2026-07-02 08:23:00,1006.54,D0038,M009,Bengaluru,0,
T001181,U0040,2026-07-02 08:36:00,3195.23,D0743,M060,Kolkata,0,
T001129,U0038,2026-07-02 08:39:00,3965.37,D0045,M055,Hyderabad,0,
T003799,U0125,2026-07-02 08:41:00,2469.63,D0002,M060,Pune,0,
T003430,U0113,2026-07-02 08:41:00,1615.92,D0021,M038,Chennai,0,
T001818,U0061,2026-07-02 08:49:00,3043.76,D0784,M056,Delhi,0,
T006766,U0231,2026-07-02 08:51:00,3405.99,D0749,M033,Bengaluru,0,
T006340,U0216,2026-07-02 08:58:00,1667.36,D0864,M056,Pune,0,
T003963,U0131,2026-07-02 09:00:00,257.92,D0804,M031,Bengaluru,0,
T003942,U0130,2026-07-02 09:03:00,3732.96,D0892,M039,Ahmedabad,0,
T000973,U0032,2026-07-02 09:05:00,2431.63,D0017,M015,Chennai,0,
T001241,U0042,2026-07-02 09:07:00,1248.82,D0663,M022,Delhi,0,
T002300,U0077,2026-07-02 09:11:00,3204.03,D0129,M001,Chennai,0,
T002372,U0079,2026-07-02 09:21:00,2664.32,D0585,M058,Ahmedabad,0,
T001489,U0049,2026-07-02 09:29:00,2021.28,D0377,M044,Chennai,0,
T000029,U0001,2026-07-02 09:33:00,3344.08,D0395,M006,Mumbai,0,
T000617,U0020,2026-07-02 09:37:00,2078.81,D0806,M019,Mumbai,0,
T001236,U0042,2026-07-02 09:49:00,1436.76,D0663,M014,Delhi,0,
T002360,U0079,2026-07-02 09:53:00,4861.89,D0585,M054,Ahmedabad,0,
T005865,U0201,2026-07-02 09:57:00,632.98,D0116,M042,Pune,0,
T004274,U0145,2026-07-02 09:57:00,4098.96,D0160,M012,Delhi,0,
T007313,U0250,2026-07-02 10:01:00,3775.1,D0157,M031,Jaipur,0,
T003974,U0131,2026-07-02 10:04:00,1552.27,D0804,M044,Bengaluru,0,
T006999,U0238,2026-07-02 10:06:00,2292.03,D0718,M033,Lucknow,0,
T003470,U0115,2026-07-02 10:12:00,1119.71,D0277,M003,Bengaluru,0,
T004514,U0155,2026-07-02 10:13:00,3615.35,D0146,M022,Pune,0,
T000840,U0028,2026-07-02 10:19:00,2572.29,D0207,M040,Pune,0,
T002969,U0097,2026-07-02 10:22:00,1061.93,D0757,M015,Hyderabad,0,
T002027,U0067,2026-07-02 10:26:00,565.04,D0345,M004,Hyderabad,0,
T002017,U0067,2026-07-02 10:27:00,883.68,D0445,M004,Hyderabad,0,
T003896,U0129,2026-07-02 10:32:00,2252.28,D0066,M041,Kolkata,0,
T000068,U0002,2026-07-02 10:32:00,3565.83,D0834,M027,Chennai,0,
T004821,U0165,2026-07-02 10:35:00,2251.0,D0232,M052,Jaipur,0,
T003883,U0128,2026-07-02 10:36:00,2511.36,D0137,M035,Chennai,0,
T003479,U0115,2026-07-02 10:39:00,1760.93,D0277,M056,Bengaluru,0,
T005479,U0188,2026-07-02 10:41:00,2182.41,D0422,M017,Mumbai,0,
T006151,U0210,2026-07-02 10:41:00,2270.21,D0721,M002,Jaipur,0,
T005263,U0180,2026-07-02 10:46:00,1035.07,D0032,M050,Lucknow,0,
T007115,U0242,2026-07-02 10:48:00,4341.36,D0534,M054,Ahmedabad,0,
T000568,U0019,2026-07-02 11:01:00,4029.52,D0397,M047,Kolkata,0,
T004776,U0163,2026-07-02 11:03:00,2783.03,D0352,M027,Ahmedabad,0,
T005712,U0195,2026-07-02 11:07:00,3213.6,D0306,M011,Delhi,0,
T001086,U0037,2026-07-02 11:07:00,937.14,D0444,M052,Hyderabad,0,
T002566,U0086,2026-07-02 11:07:00,5774.5,D0726,M025,Bengaluru,0,
T001234,U0042,2026-07-02 11:08:00,2369.01,D0330,M022,Delhi,0,
T000895,U0030,2026-07-02 11:15:00,721.68,D0596,M002,Bengaluru,0,
T002252,U0075,2026-07-02 11:15:00,1704.62,D0619,M035,Hyderabad,0,
T005181,U0178,2026-07-02 11:16:00,1263.07,D0489,M046,Jaipur,0,
T005922,U0203,2026-07-02 11:18:00,812.93,D0603,M059,Mumbai,0,
T006971,U0238,2026-07-02 11:22:00,3210.53,D0718,M019,Lucknow,0,
T004248,U0144,2026-07-02 11:24:00,1827.71,D0465,M041,Lucknow,0,
T007035,U0240,2026-07-02 11:25:00,269.93,D0683,M002,Chennai,0,
